_bot_20_mention_n_1,16/09/2015 18:18:28,@ivkyoogqn elit aliqua do do consectetur exercitation eiusmod #rpohvmig 819 #gcajlz,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,16/09/2015 11:38:28,@ckkurjlocas consectetur et ut laboris magna sed sit #pxjoa 783 #fqtrvjjei,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,16/09/2015 04:33:28,@dngnvrgsd nisi magna ut commodo veniam #xkrmmtst 102 #ilopar,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,16/09/2015 01:28:28,@dqfmphoay incididunt consequat dolor ullamco enim ea veniam eiusmod dolore enim #tggoisequ 549 #lspokyr,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,15/09/2015 20:57:28,@zdbtyefghwx ad do ea ut exercitation enim consectetur sit Ut commodo #fslfm 656 #ejoectrh,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,15/09/2015 16:11:28,@kbayuoolzda nostrud sit aliqua consectetur ullamco incididunt elit nisi #vwshnr 380 #ayesprmb,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,15/09/2015 14:54:28,@clnqdeufac consequat laboris nisi incididunt aliquip #jqqkv 362 #vqeqny,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,15/09/2015 13:16:28,@ajduimktoq consequat ea nostrud labore tempor enim adipiscing ad ut #ioafyhtjl 612 #ldfuuzopz,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,15/09/2015 03:19:28,@atcldff Ut veniam minim incididunt commodo elit sed amet veniam ullamco #mmjkkff 355 #ntbmek,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,14/09/2015 18:13:28,@hvdiorrs ipsum ex aliquip magna labore ut aliquip #dloulov 395 #imtvm,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,14/09/2015 08:47:28,@mpslnlwz nostrud dolore incididunt ea elit labore nostrud commodo amet #sgvdxr 222 #shdwzrs,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,14/09/2015 05:26:28,@gghuyfxbq ut tempor sit dolore amet aliqua ex consequat #orvry 237 #bnlabtl,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,13/09/2015 20:39:28,@xicxwidxhr incididunt aliqua consectetur ullamco ut incididunt amet enim exercitation #wkbrujrlz 474 #mmgmlkms,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,13/09/2015 17:59:28,@ftclauceaq ipsum labore dolor nostrud laboris #pccucsbaw 449 #,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,13/09/2015 17:05:28,@rqjaguc nostrud dolore incididunt ea elit labore nostrud commodo amet #sgvdxr 222 #shdwzrs,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,13/09/2015 09:39:28,@cxrfgcmim incididunt ullamco labore aliqua aliquip ut ipsum elit #cyesnood 609 #amvovwoce,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,13/09/2015 07:18:28,@uwuewkh ipsum ex aliquip magna labore ut aliquip #dloulov 395 #imtvm,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,13/09/2015 02:08:28,@offvltzp incididunt eiusmod eiusmod magna consectetur Lorem #sppobrr 662 #uxkajfy,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,12/09/2015 17:36:28,@svmmqlys eiusmod consectetur magna do dolore adipiscing aliqua consequat tempor #butevcyhx 457 #pquiro,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,12/09/2015 15:06:28,@arssksg nostrud dolore incididunt ea elit labore nostrud commodo amet #sgvdxr 222 #shdwzrs,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,12/09/2015 06:58:28,@ejspcewoq nostrud dolore incididunt ea elit labore nostrud commodo amet #sgvdxr 222 #shdwzrs,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,12/09/2015 06:23:28,@nuycxlzbh incididunt eiusmod eiusmod magna consectetur Lorem #sppobrr 662 #uxkajfy,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,12/09/2015 04:49:28,@oiilxpgg incididunt eiusmod eiusmod magna consectetur Lorem #sppobrr 662 #uxkajfy,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,11/09/2015 19:25:28,@clwfiytxyx nostrud dolore incididunt ea elit labore nostrud commodo amet #sgvdxr 222 #shdwzrs,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,11/09/2015 14:15:28,@lmqkxbd nisi magna ut commodo veniam #xkrmmtst 102 #ilopar,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,11/09/2015 09:42:28,@nnwryijutkj nisi magna ut commodo veniam #xkrmmtst 102 #ilopar,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,11/09/2015 04:06:28,@aovisffiqn ad do ea ut exercitation enim consectetur sit Ut commodo #fslfm 656 #ejoectrh,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,10/09/2015 19:19:28,@hnuipxjbf ipsum ex aliquip magna labore ut aliquip #dloulov 395 #imtvm,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,10/09/2015 17:57:28,@votconeeqot ipsum ex aliquip magna labore ut aliquip #dloulov 395 #imtvm,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,10/09/2015 13:54:28,@hkmtwjxz incididunt eiusmod eiusmod magna consectetur Lorem #sppobrr 662 #uxkajfy,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,10/09/2015 10:52:28,@uoctrqe consequat ea nostrud labore tempor enim adipiscing ad ut #ioafyhtjl 612 #ldfuuzopz,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,10/09/2015 02:11:28,@ptbcfkhg incididunt eiusmod eiusmod magna consectetur Lorem #sppobrr 662 #uxkajfy,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,09/09/2015 22:32:28,@xakrvqg nisi magna ut commodo veniam #xkrmmtst 102 #ilopar,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,09/09/2015 18:21:28,@krrzifb et ullamco commodo tempor dolore ut magna #alhnhgx 990 #swmnfelch,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,09/09/2015 16:58:28,@zegkzwvinwz ut tempor sit dolore amet aliqua ex consequat #orvry 237 #bnlabtl,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,09/09/2015 10:14:28,@ozkdfpavzk incididunt aliqua consectetur ullamco ut incididunt amet enim exercitation #wkbrujrlz 474 #mmgmlkms,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,09/09/2015 05:28:28,@vetnclqofk ut tempor sit dolore amet aliqua ex consequat #orvry 237 #bnlabtl,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,09/09/2015 00:37:28,@lfwazgqdp incididunt consequat dolor ullamco enim ea veniam eiusmod dolore enim #tggoisequ 549 #lspokyr,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,08/09/2015 18:18:28,@ibdzpotkcr do ipsum nisi et nostrud Lorem minim sed veniam #yjmxjwn 525 #qlzvs,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,08/09/2015 16:37:28,@wxjfmbv et ullamco commodo tempor dolore ut magna #alhnhgx 990 #swmnfelch,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,08/09/2015 07:43:28,@vttawqm Ut veniam minim incididunt commodo elit sed amet veniam ullamco #mmjkkff 355 #ntbmek,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,08/09/2015 00:31:28,@djefxyiim incididunt ullamco labore aliqua aliquip ut ipsum elit #cyesnood 609 #amvovwoce,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,07/09/2015 16:04:28,@kyiowjkub ipsum labore dolor nostrud laboris #pccucsbaw 449 #,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,07/09/2015 09:30:28,@oirgtxdy consequat ea nostrud labore tempor enim adipiscing ad ut #ioafyhtjl 612 #ldfuuzopz,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
_bot_20_mention_n_1,07/09/2015 09:05:28,@qxapvzc nostrud dolore incididunt ea elit labore nostrud commodo amet #sgvdxr 222 #shdwzrs,0,0.0,0.0,Unknown,Unknown,Unknown,Unknown
